record_index,drug_name,model_id,canonical_smiles,ic50_original,ic50_transformed,split
67,Linsitinib,ACH-001542,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,0.61666223,0.5154116721994005,train
68,QL-X-138,ACH-000863,CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CNN=C5)NC(=O)C=C,1.663023,0.5414800198447803,train
69,Doxorubicin,ACH-000009,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.41275825,0.48968250852886847,train
70,KIN001-266,ACH-000431,CCN1CCC(CC1)N2C=C(N=N2)CNC3=CC4=C(C(=CN=C4C(=C3)Cl)C#N)NC5=CC(=C(C=C5)F)Cl,3.25613186,0.5806916161657496,train
71,CI-1040,ACH-000619,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,0.63297008,0.5158189707789825,train
72,Bicalutamide,ACH-000599,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,2.92495011,0.5726068429144813,train
73,Bryostatin 1,ACH-001016,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O,-2.04620694,0.44902256967516185,train
74,Olaparib,ACH-001543,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,2.22429117,0.5553791450268121,train
75,YK-4-279,ACH-000151,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,1.56315525,0.5389995023183036,train
76,BIX02189,ACH-001591,CN(C)CC1=CC(=CC=C1)N=C(C2=CC=CC=C2)C3=C(NC4=C3C=CC(=C4)C(=O)N(C)C)O,4.46338515,0.6097683312507935,train
77,I-BET-762,ACH-000819,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,4.96114951,0.6215458968376956,train
78,CCT-018159,ACH-000947,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C,3.06200118,0.5759574831007896,train
79,NU7441,ACH-000838,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,2.78131083,0.5690879746095047,train
80,PLX-4720,ACH-000703,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,5.03585149,0.6233014838891524,train
81,Enzastaurin,ACH-000248,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,2.11738109,0.5527376419759387,train
82,KU-55933,ACH-002020,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,4.11376008,0.6014177738141988,train
83,Imatinib,ACH-000491,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3.50193515,0.5866645050140155,train
84,UNC0638,ACH-000081,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,1.35670434,0.5338656788046181,train
85,CI-1040,ACH-000894,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,2.39538463,0.5595999075961545,train
86,CAY10603,ACH-000024,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO,-0.95194221,0.4762194002350984,train
87,Sepantronium bromide,ACH-001716,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],-4.01874479,0.4008620595934028,train
88,GNF-2,ACH-000935,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,2.83248817,0.5703425340888331,train
89,Pictilisib,ACH-000305,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,-0.35827084,0.49104418693801233,train
90,Zibotentan,ACH-000781,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4,6.09037643,0.6477212441968485,train
91,Midostaurin,ACH-000824,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,-1.46581416,0.4634201191740895,train
92,AZD7762,ACH-000947,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,-1.4947812,0.4626998960372642,train
93,KIN001-266,ACH-001368,CCN1CCC(CC1)N2C=C(N=N2)CNC3=CC4=C(C(=CN=C4C(=C3)Cl)C#N)NC5=CC(=C(C=C5)F)Cl,2.01845581,0.5502907670562702,train
94,Bryostatin 1,ACH-000703,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O,-1.82519634,0.4544963449366883,train
95,SB52334,ACH-001307,C1=CC=C(C=C1)C2=C(C=CC=N2)C(=O)O,3.36990112,0.5834592003864659,train
96,AKT inhibitor VIII,ACH-000886,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,5.11478513,0.6251530084215918,train
97,Fedratinib,ACH-000332,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,4.0696913,0.6003609109042163,train
98,BMS-345541,ACH-000252,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,3.04429693,0.5755250333456954,train
99,PHA-793887,ACH-001086,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,4.20694473,0.6036494192054102,train
100,Embelin,ACH-000008,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,1.70135168,0.5424314896060158,train
101,Linsitinib,ACH-000308,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,3.99243423,0.598505870793627,train
102,TAK-715,ACH-000469,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C,5.57013865,0.635761325129439,train
103,NSC-87877,ACH-000873,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O,4.16718676,0.6026977918444087,train
104,CHIR-99021,ACH-000148,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,2.46545564,0.5613260646345276,train
105,BX-912,ACH-000832,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br,2.10570889,0.5524490655859606,train
106,CHIR-99021,ACH-000983,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,3.42566463,0.5848138124648992,train
107,JQ1,ACH-000565,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,1.99699752,0.5497596798451333,train
108,UNC0638,ACH-000846,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,4.06659865,0.6002867073653756,train
109,Enzastaurin,ACH-000983,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,2.63954803,0.5656082202636219,train
110,ZM447439,ACH-000204,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,3.35054603,0.5829887289534378,train
111,TAK-715,ACH-000873,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C,3.51798288,0.5870535910406207,train
112,Afatinib,ACH-000055,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,4.56920865,0.6122834660302324,train
113,HG-5-113-01,ACH-000569,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=NC=C(C=C4)C(=O)NC,1.69509879,0.5422762890331934,train
114,Docetaxel,ACH-000958,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,-6.48855232,0.343247554527038,train
115,FR-180204,ACH-000882,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,4.56383565,0.6121559073886848,train
116,Trametinib,ACH-000569,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,2.42754772,0.5603924074385687,train
117,Rapamycin,ACH-002059,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,-0.82862944,0.47929610918223037,train
118,WIKI4,ACH-000352,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,4.51812419,0.6110700662951445,train
119,XMD11-85h,ACH-001605,CC(C)N1C(=O)CCN(C2=NC(=NC=C21)NC3=C(C=C(C=C3)C(=O)NC4CCN(CC4)C)OC)C5CCCC5,4.18606527,0.6031497559784771,train
120,AS601245,ACH-000372,C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4,2.35174964,0.5585242546126485,train
121,JW-7-24-1,ACH-000751,COC1=CC(=CC(=C1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC(=C(C=C5)N6CCNCC6)C(F)(F)F)OC,-1.52065246,0.46205677641966064,train
122,NSC-87877,ACH-000055,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O,5.20806656,0.6273363701107435,train
123,Afatinib,ACH-000783,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,4.46010983,0.6096903919107797,train
124,Dactolisib,ACH-000288,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.91618311,0.45224146437774454,train
125,Gemcitabine,ACH-001341,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,-5.35470285,0.3692419371433193,train
126,FMK,ACH-000422,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CF,4.57883765,0.6125120264654863,train
127,NSC-207895,ACH-000469,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],5.68295544,0.6383697878749796,train
128,GSK1070916,ACH-000536,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,1.12064434,0.5279868253957962,train
129,BMS-345541,ACH-000178,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,5.7835814,0.6406895269335063,train
130,GSK1070916,ACH-000696,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,1.93934783,0.5483323062992955,train
131,AKT inhibitor VIII,ACH-000343,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,2.76971366,0.568803558104373,train
132,UNC0638,ACH-000269,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,5.68023121,0.6383068956193891,train
133,AZD7762,ACH-000522,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,-0.08108208,0.4979729591053065,train
134,KIN001-260,ACH-000569,C1CC1COC2=CC=CC(=O)C2=C3C=C(C(=C(N3)N)C#N)C4CCNCC4,4.64943568,0.6141862706519461,train
135,Embelin,ACH-000441,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,2.81868489,0.570004249258987,train
136,Olaparib,ACH-001151,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,2.36549895,0.5588632507711156,train
137,CP466722,ACH-000869,COC1=C(C=C2C(=C1)C(=NC=N2)N3C(=NC(=N3)C4=CC=CC=N4)N)OC,5.90311299,0.643436568952015,train
138,Temozolomide,ACH-000988,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,5.86603744,0.6425855080029675,train
139,Imatinib,ACH-000227,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3.52968764,0.5873373108481352,train
140,Pazopanib,ACH-000496,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,3.95313241,0.5975610968981819,train
141,DMOG,ACH-000329,COC(=O)CNC(=O)C(=O)OC,8.2683659,0.6956856282347184,train
